SKU,Item Class Cd,Item Class Sect Cd,Vendor Nbr,Lead Days,LEAD 1,LEAD 2,Active Vendor,Item Desc,Active Cd,SKU_Supplier,DOP
6460388,64,54,762000,3,5,7,A,SC DES CASHMERE PUR WHT 946ML,Y,6460388_762000,3/19/2012
6460389,64,54,762000,3,5,7,A,SC DES CASHMERE PUR WHT 3.78L,Y,6460389_762000,3/3/2013
6460390,64,54,762000,3,5,7,A,SC DES CHAMOIS PUR WHT 946ML,Y,6460390_762000,12/12/2012
6460391,64,54,762000,3,5,7,A,SC DES CHAMOIS PUR WHT 3.78L,Y,6460391_762000,3/19/2012
6460403,64,63,762000,3,5,7,A,CETOL SRD CAPI 3.78L,Y,6460403_762000,3/19/2012
6460404,64,60,762000,3,5,7,A,SWIMMING POOL PAINT,Y,6460404_762000,3/3/2013
6460405,64,60,762000,3,5,7,A,EXPERT PEARL WHITE 3.78L,Y,6460405_762000,12/12/2012
6460406,64,57,762000,3,5,7,A,CORROSTOP ULT ALUMINUM 5GAL,Y,6460406_762000,3/19/2012
6460411,64,60,762000,3,5,7,A,EXPERT PEARL WHITE 18,Y,6460411_762000,3/3/2013
6460455,64,60,762000,3,5,7,A,SI COLRNT Q(837610)BLKOX,Y,6460455_762000,12/12/2012
6460463,64,55,762000,3,5,7,A,SEL IN LTX PRM HH (5079482-P),Y,6460463_762000,3/19/2012
6460464,64,55,762000,3,5,7,A,SEL IN LX PRM SEL(5079480-P),Y,6460464_762000,3/3/2013
6460465,64,55,762000,3,5,7,A,SEL IN LTX EGG NW(5079492-P),Y,6460465_762000,12/12/2012
6460466,64,55,762000,3,5,7,A,SEL IN LTX PRL NW(5079502-P),Y,6460466_762000,3/19/2012
6460468,64,55,762000,3,5,7,A,SEL IN LTX SMG NW(5079519-P),Y,6460468_762000,3/3/2013
6460471,64,55,762000,3,5,7,A,SEL EX LTX FLT NW(5079475-P),Y,6460471_762000,12/12/2012
6460472,64,55,762000,3,5,7,A, SL IN LX FL CEL SW(5079484-P),Y,6460472_762000,3/19/2012
6460500,64,60,762000,3,5,7,A,SI COLRNT N(837440)PHT GREEN,Y,6460500_762000,3/3/2013
6460501,64,60,762000,3,5,7,A,SI COLRNT V(837100)TIT WHITE,Y,6460501_762000,12/12/2012
6460502,64,60,762000,3,5,7,A,SI COLRNT R(837960)MARR,Y,6460502_762000,3/19/2012
6460503,64,60,762000,3,5,7,A,SI SOLRNT Y(837930)YELOC,Y,6460503_762000,3/3/2013
6460504,64,60,762000,3,5,7,A,SI COLRNT M(837340)BLUE,Y,6460504_762000,12/12/2012
6460505,64,60,762000,3,5,7,A,SI COLRNT F(837780)PURRD,Y,6460505_762000,3/19/2012
6460506,64,60,762000,3,5,7,A,SI COLRNT S(837770)RDOXD,Y,6460506_762000,3/19/2012
6460507,64,60,762000,3,5,7,A,SI COLRNT A(837520) BRTYL,Y,6460507_762000,3/3/2013
6460508,64,60,762000,3,5,7,A,SI COLRNT L(837790)MAGRD,Y,6460508_762000,12/12/2012
6460509,64,60,762000,3,5,7,A,SI COLRNT X(837940)BRNXD,Y,6460509_762000,3/19/2012
6460541,64,55,762000,3,5,7,A,SEL IN LTX CEL SW (5079485-4L),Y,6460541_762000,3/3/2013
6460556,64,63,762000,3,5,7,A,CET DEK FIN NATOK(5079834 4L),Y,6460556_762000,12/12/2012
6460558,64,63,762000,3,5,7,A,CET DEK FIN MAHG(5079837 4L),Y,6460558_762000,3/19/2012
6460559,64,63,762000,3,5,7,A,CET DEK FIN CEDAR(5079839 1L),Y,6460559_762000,3/3/2013
6460560,64,63,762000,3,5,7,A,CET DEK FIN CEDAR(5079840 4L),Y,6460560_762000,12/12/2012
6460562,64,63,762000,3,5,7,A,CET DEK FIN NATRL(5079843 4L),Y,6460562_762000,3/19/2012
6460564,64,63,762000,3,5,7,A,CET DR/WIN CLR GL(5079846 4L),Y,6460564_762000,3/3/2013
6460566,64,63,762000,3,5,7,A,CET DR/WIN DK OK(5079850 1L),Y,6460566_762000,12/12/2012
6460569,64,63,762000,3,5,7,A,SET DR/WIN MAH SA(763045-1L),Y,6460569_762000,3/19/2012
6460570,64,63,762000,3,5,7,A,CET DR/WIN NAT SA(5079857 1L),Y,6460570_762000,3/3/2013
6460571,64,63,762000,3,5,7,A,CET LOG/SD NAT OK(5079860 4L),Y,6460571_762000,12/12/2012
6460572,64,63,762000,3,5,7,A,CET LOG/SD CEDR(5079866 4L),Y,6460572_762000,3/19/2012
6460573,64,63,762000,3,5,7,A,CET LOG/SD NATRL(5079869 4L),Y,6460573_762000,3/3/2013
6460575,64,63,762000,3,5,7,A,CETLOG/SD NAT LGT(5079878 4L),Y,6460575_762000,12/12/2012
6460576,64,63,762000,3,5,7,A,SIK RUB SIDNG WHT (5079784 4L),Y,6460576_762000,3/19/2012
6460577,64,63,762000,3,5,7,A,SIK RUB SIDNG LIT.(5079786 4L),Y,6460577_762000,3/19/2012
6460578,64,63,762000,3,5,7,A,SIK RUB SIDNG MED (5079788 4L),Y,6460578_762000,3/3/2013
6460579,64,63,762000,3,5,7,A,SIK RUB SIDNG DEEP(5079790 4L),Y,6460579_762000,12/12/2012
6460588,64,63,762000,3,5,7,A,RUBBOL DEK  WHT (5089822-4L,Y,6460588_762000,3/19/2012
6460589,64,63,762000,3,5,7,A,RUBBOL DEK LGT BASE(5089823 4L,Y,6460589_762000,3/3/2013
6460590,64,63,762000,3,5,7,A,RUBBOL DEK MED BASE(5089824 4L,Y,6460590_762000,12/12/2012
6460594,64,58,762000,3,5,7,A,SICO CON SLR-WB (5079124 4L),Y,6460594_762000,3/19/2012
6460595,64,58,762000,3,5,7,A,SICO CON SLR-WB (5079123-P),Y,6460595_762000,3/3/2013
6460596,64,58,762000,3,5,7,A,EPOXY ALK FLR GR (989655-4L),Y,6460596_762000,12/12/2012
6460600,64,53,762000,3,5,7,A,POLYPREP LATEX PRIMER-SEALER,Y,6460600_762000,3/19/2012
6460607,64,53,762000,3,5,7,A,POLYPREP PRIMER-SEALER ALKYD B,Y,6460607_762000,3/3/2013
6460609,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. GALV WHITE,Y,6460609_762000,12/12/2012
6460610,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. GALVANIZED,Y,6460610_762000,3/19/2012
6460611,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. PROT.FINIS,Y,6460611_762000,3/3/2013
6460612,64,57,762000,3,5,7,A,CORRO.ANTI-RUSTALK.FLAT WH635-,Y,6460612_762000,12/12/2012
6460613,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.FLAT WH 63,Y,6460613_762000,3/19/2012
6460614,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.FLAT WH 63,Y,6460614_762000,3/3/2013
6460615,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.FLAT WHITE,Y,6460615_762000,12/12/2012
6460616,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.FLAT BLACK,Y,6460616_762000,3/19/2012
6460617,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.FLAT BLACK,Y,6460617_762000,3/19/2012
6460618,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.FLAT BLACK,Y,6460618_762000,3/3/2013
6460619,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.FLAT BLACK,Y,6460619_762000,12/12/2012
6460620,64,57,762000,3,5,7,A,CD HIGH HEAT FLAT BLACK,Y,6460620_762000,3/19/2012
6460621,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. BRIGHT OLM,Y,6460621_762000,3/3/2013
6460622,64,57,762000,3,5,7,A,INT.EXT. ALKYD METAL PRIMER,Y,6460622_762000,12/12/2012
6460623,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. BRIGHT PUR,Y,6460623_762000,3/19/2012
6460624,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. BRIGHT PUR,Y,6460624_762000,3/3/2013
6460625,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.GREEN,Y,6460625_762000,12/12/2012
6460626,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.GREEN,Y,6460626_762000,3/19/2012
6460627,64,57,762000,3,5,7,A,CORROSTOP ALK BASE 5079373 1L,Y,6460627_762000,3/3/2013
6460628,64,57,762000,3,5,7,A,CORROSTOP ULTRA JAUNE JOHN DEE,Y,6460628_762000,12/12/2012
6460629,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.BRI.YELL,Y,6460629_762000,3/19/2012
6460630,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.BRI.YELL,Y,6460630_762000,3/3/2013
6460631,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.BRI.YELL,Y,6460631_762000,12/12/2012
6460632,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.BRI.YELL,Y,6460632_762000,3/19/2012
6460633,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.METALLIC,Y,6460633_762000,3/3/2013
6460634,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.MANDARIN,Y,6460634_762000,12/12/2012
6460635,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.MANDARIN,Y,6460635_762000,3/19/2012
6460636,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.MANDARIN,Y,6460636_762000,3/19/2012
6460637,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.MANDARIN,Y,6460637_762000,3/3/2013
6460638,64,57,762000,3,5,7,A,CORRO.ANTI-RUST FLUO ORANGE,Y,6460638_762000,12/12/2012
6460639,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.GREY,Y,6460639_762000,3/19/2012
6460640,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.GREY,Y,6460640_762000,3/3/2013
6460641,64,57,762000,3,5,7,A,CORRO.ANTI.ALK.GREY,Y,6460641_762000,12/12/2012
6460642,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.GREY,Y,6460642_762000,3/19/2012
6460643,64,57,762000,3,5,7,A,CORRO.ANTI-RUST ALK.FIRE RED,Y,6460643_762000,3/3/2013
6460644,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. BOURGOGNE,Y,6460644_762000,12/12/2012
6460645,64,57,762000,3,5,7,A,CORROSTOP ULTRA ROUGE HARVESTE,Y,6460645_762000,3/19/2012
6460646,64,57,762000,3,5,7,A,CORROSTOP ULTRA ROUGE HARVESTE,Y,6460646_762000,3/3/2013
6460648,64,57,762000,3,5,7,A,CD METAL RED OXYDE PRIMER,Y,6460648_762000,12/12/2012
6460649,64,57,762000,3,5,7,A,CD METAL RED OXYDE PRIMER,Y,6460649_762000,3/19/2012
6460652,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. BRIGHT DAR,Y,6460652_762000,3/3/2013
6460653,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. BRIGHT DAR,Y,6460653_762000,12/12/2012
6460654,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. BRIGHT DAR,Y,6460654_762000,3/19/2012
6460655,64,57,762000,3,5,7,A,CORROSTOP ANTI.EXT. BRIGHT DAR,Y,6460655_762000,3/3/2013
6460658,64,53,762000,3,5,7,A,CD PHOSPHATE TRISODIUM CLEANER,Y,6460658_762000,12/12/2012
6460659,64,53,762000,3,5,7,A,CD PHOSPHATE TRISODIUM CLEAN.,Y,6460659_762000,3/19/2012
6460662,64,59,762000,3,5,7,A,CLEAR WOOD PRESERVATOR  774-12,Y,6460662_762000,3/19/2012
6460663,64,59,762000,3,5,7,A,CD PRESERVER FOR WOOD CLEAR,Y,6460663_762000,3/3/2013
6460664,64,59,762000,3,5,7,A,CD PRESERVER FOR WOOD GREEN,Y,6460664_762000,12/12/2012
6460665,64,59,762000,3,5,7,A,CD PRESERVER FOR WOOD GREEN,Y,6460665_762000,3/19/2012
6460666,64,53,762000,3,5,7,A,CD PAINT & VARNISH REMOVER,Y,6460666_762000,3/3/2013
6460670,64,53,762000,3,5,7,A,CD PAINT THINNER,Y,6460670_762000,12/12/2012
6460671,64,53,762000,3,5,7,A,CD PAINT THINNER,Y,6460671_762000,3/19/2012
6460672,64,53,762000,3,5,7,A,PAINT THINNER DEODORIZED,Y,6460672_762000,3/3/2013
6460673,64,59,762000,3,5,7,A,CD FORMULA 77 TREATED WOOD SAN,Y,6460673_762000,12/12/2012
6460674,64,59,762000,3,5,7,A,CD FORMULA 77 NATURAL WOOD PRE,Y,6460674_762000,3/19/2012
6460675,64,59,762000,3,5,7,A,CD FORMULA 77 TREA.WOOD GREY,Y,6460675_762000,3/3/2013
6460676,64,59,762000,3,5,7,A,CD FORMULA 77 GREY WOOD     95,Y,6460676_762000,12/12/2012
6460677,64,59,762000,3,5,7,A,CD FORMULA 77 TRE.WOOD REDWOOD,Y,6460677_762000,3/19/2012
6460678,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460678_762000,3/3/2013
6460680,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460680_762000,12/12/2012
6460681,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460681_762000,3/19/2012
6460682,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460682_762000,3/3/2013
6460683,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460683_762000,12/12/2012
6460684,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460684_762000,3/19/2012
6460685,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460685_762000,3/19/2012
6460686,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460686_762000,3/3/2013
6460687,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460687_762000,12/12/2012
6460688,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460688_762000,3/19/2012
6460689,64,61,762000,3,5,7,A,PERFECTION - LA.AC.INT FLAT FI,Y,6460689_762000,3/3/2013
6460690,64,60,762000,3,5,7,A,DOOR & TRIM P WHITE 6460690 4L,Y,6460690_762000,12/12/2012
6460691,64,60,762000,3,5,7,A,DOOR & TRIM P WHITE 5119042 1L,Y,6460691_762000,3/19/2012
6460692,64,60,762000,3,5,7,A,DOOR & TRIM NAT WHT 5116299 4L,Y,6460692_762000,3/3/2013
6460693,64,60,762000,3,5,7,A,DOOR & TRIM NAT WHT 5116300 1L,Y,6460693_762000,12/12/2012
6460694,64,60,762000,3,5,7,A,DOOR & TRIM MED BSE 5116301 4L,Y,6460694_762000,3/19/2012
6460695,64,60,762000,3,5,7,A,DOOR& TRIM MED BASE 5116302 1L,Y,6460695_762000,3/3/2013
6460696,64,60,762000,3,5,7,A,DOOR&TRIM NEUT BASE 5116303 4L,Y,6460696_762000,12/12/2012
6460697,64,60,762000,3,5,7,A,DOOR&TRIM NEUT BASE 5116304 1L,Y,6460697_762000,3/19/2012
6460700,64,55,762000,3,5,7,A,PRO IN LX PRIM SLR(5079168-4L),Y,6460700_762000,3/3/2013
6460701,64,55,762000,3,5,7,A,PRO IN LX PRIM UND (5079165-P),Y,6460701_762000,12/12/2012
6460702,64,55,762000,3,5,7,A,PRO IN LTX EGG WHT(5079173-4L),Y,6460702_762000,3/19/2012
6460703,64,55,762000,3,5,7,A,PRO IN LX EGG BA 1(5079175-4L),Y,6460703_762000,3/3/2013
6460704,64,55,762000,3,5,7,A,PRO IN LX EGG BA 2(5079176-4L),Y,6460704_762000,12/12/2012
6460705,64,55,762000,3,5,7,A,PRO IN LX EGG BA 3(5079177-4L),Y,6460705_762000,3/19/2012
6460706,64,55,762000,3,5,7,A,PRO IN LTX PRL WHT(5079179-4L),Y,6460706_762000,3/19/2012
6460707,64,55,762000,3,5,7,A,PRO IN LX PRL BA 1(5079181-4L),Y,6460707_762000,3/3/2013
6460708,64,55,762000,3,5,7,A,PRO LX PRL BA 2 (5079182-4L),Y,6460708_762000,12/12/2012
6460709,64,55,762000,3,5,7,A,PRO IN LX PRL BA 3(5079183-4L),Y,6460709_762000,3/19/2012
6460710,64,55,762000,3,5,7,A,PRO IN LTX SMG WHT(5079185-4L),Y,6460710_762000,3/3/2013
6460711,64,55,762000,3,5,7,A,PRO IN LX SMG BA 1(5079187-4L),Y,6460711_762000,12/12/2012
6460712,64,55,762000,3,5,7,A,PRO IN LX SMG BA 2(5079188-4L),Y,6460712_762000,3/19/2012
6460713,64,55,762000,3,5,7,A,PRO IN LX SMG BA 3(5079189-4L),Y,6460713_762000,3/3/2013
6460714,64,55,762000,3,5,7,A,PRO IN LX EGG WHT (5079172-P),Y,6460714_762000,12/12/2012
6460715,64,55,762000,3,5,7,A,PRO IN LX EGG BA 1(5079174-P),Y,6460715_762000,3/19/2012
6460716,64,55,762000,3,5,7,A,PRO IN LTX PRL WHT(5079178-P),Y,6460716_762000,3/3/2013
6460717,64,55,762000,3,5,7,A,PRO IN LX PRL BA 1(5079180-P),Y,6460717_762000,12/12/2012
6460718,64,55,762000,3,5,7,A,PRO IN LTX SMG WHT (5079184-P),Y,6460718_762000,3/19/2012
6460719,64,55,762000,3,5,7,A,PRO IN LX PRIM SLR (5079167-P),Y,6460719_762000,3/3/2013
6460720,64,55,762000,3,5,7,A,PRO IN LX PRIM UND(5079166-4L),Y,6460720_762000,12/12/2012
6460721,64,55,762000,3,5,7,A,PROIN LX SMG BA 1 (5079186-P),Y,6460721_762000,3/19/2012
6460722,64,55,762000,3,5,7,A,SPR IN LTX FLT WHT(5079170-4L),Y,6460722_762000,3/3/2013
6460723,64,55,762000,3,5,7,A,SPR IN LTX FLAT WHT(5079169-P),Y,6460723_762000,12/12/2012
6460726,64,60,762000,3,5,7,A,EVOLUTION CEI WHT 861113 946ML,Y,6460726_762000,3/19/2012
6460727,64,60,762000,3,5,7,A,"EVOLUTION CEI WHT 861113 3,78L",Y,6460727_762000,3/19/2012
6460728,64,60,762000,3,5,7,A,"EVOLUTION CEI WHT 861113 18,9L",Y,6460728_762000,3/3/2013
6460729,64,60,762000,3,5,7,A,EVOLUTION FLT PWH 861550 946ML,Y,6460729_762000,12/12/2012
6460730,64,60,762000,3,5,7,A,"EVOLUTION FLT PWH 861550 3,78L",Y,6460730_762000,3/19/2012
6460731,64,60,762000,3,5,7,A,"EVOLUTION FLT PWH 861550 18,9L",Y,6460731_762000,3/3/2013
6460732,64,60,762000,3,5,7,A,EVOLUTION FLAT B1 861501 946ML,Y,6460732_762000,12/12/2012
6460733,64,60,762000,3,5,7,A,"EVOLUTION FLAT B1 861501 3,78L",Y,6460733_762000,3/19/2012
6460734,64,60,762000,3,5,7,A,"EVOLUTION FLAT B1 861501 18,9L",Y,6460734_762000,3/3/2013
6460735,64,60,762000,3,5,7,A,EVOLUTION FLT MBS 861502 946ML,Y,6460735_762000,12/12/2012
6460736,64,60,762000,3,5,7,A,"EVOLUTION FLT MBS 861502 3,78L",Y,6460736_762000,3/19/2012
6460737,64,60,762000,3,5,7,A,"EVOLUTION FLT MBS 861502 18,9L",Y,6460737_762000,3/3/2013
6460738,64,60,762000,3,5,7,A,EVOLUTION FLT NBS 861503 946ML,Y,6460738_762000,12/12/2012
6460739,64,60,762000,3,5,7,A,"EVOLUTION FLT NBS 861503 3,78L",Y,6460739_762000,3/19/2012
6460740,64,60,762000,3,5,7,A,"EVOLUTION FLT NBS 861503 18,9L",Y,6460740_762000,3/3/2013
6460741,64,60,762000,3,5,7,A,EVOLUTION FLT YBS 861504 946ML,Y,6460741_762000,12/12/2012
6460742,64,60,762000,3,5,7,A,"EVOLUTION FLT YBS 861504 3,78L",Y,6460742_762000,3/19/2012
6460743,64,60,762000,3,5,7,A,EVOLUTION FLT RBS 861505 946ML,Y,6460743_762000,3/3/2013
6460744,64,60,762000,3,5,7,A,"EVOLUTION FLT RBS 861505 3,78L",Y,6460744_762000,12/12/2012
6460745,64,60,762000,3,5,7,A,EVOLUTION EGG PWH 863550 946ML,Y,6460745_762000,3/19/2012
6460746,64,60,762000,3,5,7,A,"EVOLUTION EGG PWH 863550 3,78L",Y,6460746_762000,3/19/2012
6460747,64,60,762000,3,5,7,A,"EVOLUTION EGG PWH 863550 18,9L",Y,6460747_762000,3/3/2013
6460748,64,60,762000,3,5,7,A,EVOLUTION EGG B1 863501 946ML,Y,6460748_762000,12/12/2012
6460749,64,60,762000,3,5,7,A,"EVOLUTION EGG B1 863501 3,78L",Y,6460749_762000,3/19/2012
6460750,64,60,762000,3,5,7,A,"EVOLUTION EGG B1 863501 18,9L",Y,6460750_762000,3/3/2013
6460751,64,60,762000,3,5,7,A,EVOLUTION EGG MBS 863502 946ML,Y,6460751_762000,12/12/2012
6460752,64,60,762000,3,5,7,A,"EVOLUTION EGG MBS 863502 3,78L",Y,6460752_762000,3/19/2012
6460753,64,60,762000,3,5,7,A,"EVOLUTION EGG MBS 863502 18,9L",Y,6460753_762000,3/3/2013
6460754,64,60,762000,3,5,7,A,EVOLUTION EGG NBS 863503 946ML,Y,6460754_762000,12/12/2012
6460755,64,60,762000,3,5,7,A,"EVOLUTION EGG NBS 863503 3,78L",Y,6460755_762000,3/19/2012
6460756,64,60,762000,3,5,7,A,"EVOLUTION EGG NBS 863503 18,9L",Y,6460756_762000,3/3/2013
6460757,64,60,762000,3,5,7,A,EVOLUTION EGG YBS 863504 946ML,Y,6460757_762000,12/12/2012
6460758,64,60,762000,3,5,7,A,"EVOLUTION EGG YBS 863504 3,78L",Y,6460758_762000,3/19/2012
6460759,64,60,762000,3,5,7,A,EVOLUTION EGG RBS 863505 946ML,Y,6460759_762000,3/3/2013
6460760,64,60,762000,3,5,7,A,"EVOLUTION EGG RBS 863505 3,78L",Y,6460760_762000,12/12/2012
6460761,64,60,762000,3,5,7,A,EVOLUTION PRL PWH 866550 946ML,Y,6460761_762000,3/19/2012
6460762,64,60,762000,3,5,7,A,"EVOLUTION PRL PWH 866550 3,78L",Y,6460762_762000,3/3/2013
6460763,64,60,762000,3,5,7,A,"EVOLUTION PRL PWH 866550 18,9L",Y,6460763_762000,12/12/2012
6460764,64,60,762000,3,5,7,A,EVOLUTION PRL B1 866501 946ML,Y,6460764_762000,3/19/2012
6460765,64,60,762000,3,5,7,A,"EVOLUTION PRL B1 866501 3,78L",Y,6460765_762000,3/19/2012
6460766,64,60,762000,3,5,7,A,"EVOLUTION PRL B1 866501 18,9L",Y,6460766_762000,3/3/2013
6460767,64,60,762000,3,5,7,A,EVOLUTION PRL MBS 866502 946ML,Y,6460767_762000,12/12/2012
6460768,64,60,762000,3,5,7,A,"EVOLUTION PRL MBS 866502 3,78L",Y,6460768_762000,3/19/2012
6460769,64,60,762000,3,5,7,A,EVOLUTION PRL NBS 866503 946ML,Y,6460769_762000,3/3/2013
6460770,64,60,762000,3,5,7,A,"EVOLUTION PRL NBS 866503 3,78L",Y,6460770_762000,12/12/2012
6460771,64,60,762000,3,5,7,A,EVOLUTION PRL YBS 866504 946ML,Y,6460771_762000,3/19/2012
6460772,64,60,762000,3,5,7,A,"EVOLUTION PRL YBS 866504 3,78L",Y,6460772_762000,3/3/2013
6460773,64,60,762000,3,5,7,A,EVOLUTION PRL RBS 866505 946ML,Y,6460773_762000,12/12/2012
6460774,64,60,762000,3,5,7,A,"EVOLUTION PRL RBS 866505 3,78L",Y,6460774_762000,3/19/2012
6460775,64,60,762000,3,5,7,A,EVOLUTION SGL PWH 867550 946ML,Y,6460775_762000,3/3/2013
6460776,64,60,762000,3,5,7,A,"EVOLUTION SGL PWH 867550 3,78L",Y,6460776_762000,12/12/2012
6460777,64,60,762000,3,5,7,A,"EVOLUTION SGL PWH 867550 18,9L",Y,6460777_762000,3/19/2012
6460778,64,60,762000,3,5,7,A,EVOLUTION SGL B1 867501 946ML,Y,6460778_762000,3/3/2013
6460779,64,60,762000,3,5,7,A,"EVOLUTION SGL B1 867501 3,78L",Y,6460779_762000,12/12/2012
6460780,64,60,762000,3,5,7,A,"EVOLUTION SGL B1 867501 18,9L",Y,6460780_762000,3/19/2012
6460781,64,60,762000,3,5,7,A,EVOLUTION SGL MBS 867502 946ML,Y,6460781_762000,3/3/2013
6460782,64,60,762000,3,5,7,A,"EVOLUTION SGL MBS 867502 3,78L",Y,6460782_762000,12/12/2012
6460783,64,60,762000,3,5,7,A,EVOLUTION SGL NBS 867503 946ML,Y,6460783_762000,3/19/2012
6460784,64,60,762000,3,5,7,A,"EVOLUTION SGL NBS 867503 3,78L",Y,6460784_762000,3/19/2012
6460785,64,60,762000,3,5,7,A,EVOLUTION SGL YBS 867504 946ML,Y,6460785_762000,3/3/2013
6460786,64,60,762000,3,5,7,A,"EVOLUTION SGL YBS 867504 3,78L",Y,6460786_762000,12/12/2012
6460787,64,60,762000,3,5,7,A,EVOLUTION SGL RBS 867505 946ML,Y,6460787_762000,3/19/2012
6460788,64,60,762000,3,5,7,A,"EVOLUTION SGL RBS 867505 3,78L",Y,6460788_762000,3/3/2013
6461023,64,69,820715,7,6,9,A,TREMCLAD/340G WILD RASPBERRY,Y,6461023_820715,12/12/2012
6461027,64,61,762000,3,5,7,A,CD INT.LAT.CEILING FLAT,Y,6461027_762000,3/19/2012
6461028,64,61,762000,3,5,7,A,CD INT.LAT.CEILING FLAT,Y,6461028_762000,3/3/2013
6461029,64,61,762000,3,5,7,A,CD INT.LAT.VELVET BASE 2,Y,6461029_762000,12/12/2012
6461030,64,61,762000,3,5,7,A,CD INT.LAT.VELVET BASE 2,Y,6461030_762000,3/19/2012
6461031,64,61,762000,3,5,7,A,CD INT.LAT.VELVET BASE 3,Y,6461031_762000,3/3/2013
6461032,64,61,762000,3,5,7,A,CD INT.LAT.VELVET BASE 3,Y,6461032_762000,12/12/2012
6461033,64,61,762000,3,5,7,A,CD INT.LAT.VELVET BASE 4,Y,6461033_762000,3/19/2012
6461034,64,61,762000,3,5,7,A,CD INT.LAT.VELVET BASE 4,Y,6461034_762000,3/3/2013
6461035,64,61,762000,3,5,7,A,CD INT.LAT. VELVET BASE 5,Y,6461035_762000,12/12/2012
6461036,64,61,762000,3,5,7,A,CD INT.LAT. VELVET BASE 5,Y,6461036_762000,3/19/2012
6461037,64,61,762000,3,5,7,A,CD INT.LAT. VELVET BASE 6,Y,6461037_762000,3/3/2013
6461038,64,61,762000,3,5,7,A,CD INT.LAT. VELVET BASE 6,Y,6461038_762000,12/12/2012
6461039,64,61,762000,3,5,7,A,CD INT.LAT.VELVET WHITE,Y,6461039_762000,3/19/2012
6461040,64,61,762000,3,5,7,A,CD INT.LAT.VELVET WHITE,Y,6461040_762000,3/19/2012
6461041,64,61,762000,3,5,7,A,CD INT.LAT.PLATINUM BASE 2,Y,6461041_762000,3/3/2013
6461042,64,61,762000,3,5,7,A,CD INT.LAT.PLATINUM BASE 2,Y,6461042_762000,12/12/2012
6461043,64,61,762000,3,5,7,A,CD INT.LAT.PLATINUM BASE 2,Y,6461043_762000,3/19/2012
6461044,64,61,762000,3,5,7,A,CD INT.LAT.PLATINUM BASE 3,Y,6461044_762000,3/3/2013
6461045,64,61,762000,3,5,7,A,CD INT.LAT.PLATINUM BASE 4,Y,6461045_762000,12/12/2012
6461046,64,61,762000,3,5,7,A,CD INT.LAT.PLATINUM BASE 4,Y,6461046_762000,3/19/2012
6461047,64,61,762000,3,5,7,A,CD INT.LAT.PLATINUM BASE 5,Y,6461047_762000,3/3/2013
6461048,64,61,762000,3,5,7,A,CD INT.LAT.PLATINUM BASE 5,Y,6461048_762000,12/12/2012
